, U(m/s), V(m/s),PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,首要污染物,指数类别,城市,degree,direction
8840,-1.84,8.31,67.95,60.68,10.58,4.987500000000001,36.0,38.735,67.95,PM2.5_IAQI,良,西安市,0.21790432259998982,north
8841,-3.02,9.04,77.17500000000001,67.78999999999999,12.5,5.9,44.0,38.165,77.17500000000001,PM2.5_IAQI,良,西安市,0.3224141243058824,north
8842,-2.56,8.77,84.2375,73.25999999999999,13.78,7.025,49.0,36.625,84.2375,PM2.5_IAQI,良,西安市,0.28401302339047,north
8843,-1.97,8.23,91.925,78.83500000000001,15.24,8.262500000000001,54.25,34.585,91.925,PM2.5_IAQI,良,西安市,0.23494747194424304,north
8844,0.08,5.25,56.825,52.120000000000005,6.97,7.1,21.0,38.165,56.825,PM2.5_IAQI,良,西安市,0.015236915976117475,south
8845,-0.3,3.07,73.6125,64.39500000000001,7.94,13.0375,30.25,36.565,73.6125,PM2.5_IAQI,良,西安市,0.09741059181286937,north
8846,-1.35,4.84,77.8375,68.525,10.06,12.4,38.25,37.485,77.8375,PM2.5_IAQI,良,西安市,0.272012153014153,north
8847,-2.06,7.78,83.42500000000001,73.93,11.71,13.425,45.25,36.71,83.42500000000001,PM2.5_IAQI,良,西安市,0.2588415483615169,north
8848,-1.61,7.59,96.925,83.11,12.22,20.6875,51.24999999999999,37.375,96.925,PM2.5_IAQI,良,西安市,0.20902294280626463,north
8849,-1.31,7.54,101.3375,86.49000000000001,14.66,21.2875,57.75,35.14,101.3375,PM2.5_IAQI,轻度污染,西安市,0.17202289781120703,north
8850,-1.61,9.2,98.3125,86.195,16.37,15.2625,60.25,30.945,98.3125,PM2.5_IAQI,良,西安市,0.17324566645236497,north
8851,-2.91,9.48,96.1625,84.795,17.33,12.9625,61.25,29.87,96.1625,PM2.5_IAQI,良,西安市,0.29783167189873166,north
8852,-4.79,8.66,99.7625,85.795,17.57,12.825,62.74999999999999,29.09,99.7625,PM2.5_IAQI,良,西安市,0.5052337504442509,north
8853,-4.23,5.34,109.775,89.895,16.79,13.7625,65.0,27.64,109.775,PM2.5_IAQI,轻度污染,西安市,0.6699266740531027,north
8854,-2.58,1.35,97.125,79.935,5.85,24.2125,30.5,31.31,97.125,PM2.5_IAQI,良,西安市,1.0887176253999915,north
8855,-2.71,0.07,108.6875,88.2,5.57,26.3625,32.75,32.62,108.6875,PM2.5_IAQI,轻度污染,西安市,1.5449718108624628,north
8856,-2.68,0.82,111.975,90.64,5.74,27.2875,36.0,34.255,111.975,PM2.5_IAQI,轻度污染,西安市,1.2738713708239326,north
8857,-1.87,2.45,116.05,93.12,6.15,31.575000000000003,41.0,35.545,116.05,PM2.5_IAQI,轻度污染,西安市,0.6519369891442699,north
8858,-0.8,1.89,126.4375,99.545,6.23,38.6375,47.5,35.785,126.4375,PM2.5_IAQI,轻度污染,西安市,0.4004132493691607,north
8859,-0.68,3.0,123.875,101.325,10.55,41.05,57.49999999999999,33.94,123.875,PM2.5_IAQI,轻度污染,西安市,0.22290023232837577,north
8860,-1.42,6.34,109.0625,96.14,15.22,24.75,61.5,29.205,109.0625,PM2.5_IAQI,轻度污染,西安市,0.22033839340479583,north
8861,-2.9,7.19,97.35,87.875,16.99,15.475,60.25,28.32,97.35,PM2.5_IAQI,良,西安市,0.38338062069437134,north
8862,-4.94,7.93,96.375,85.41,17.56,14.0,60.75,28.36,96.375,PM2.5_IAQI,良,西安市,0.5571243901593956,north
8863,-5.34,6.6,101.7875,84.935,17.3,13.2875,60.5,28.9,101.7875,PM2.5_IAQI,轻度污染,西安市,0.6802596499936091,north
8864,-3.03,4.31,109.8625,88.64,15.02,15.75,60.0,26.73,109.8625,PM2.5_IAQI,轻度污染,西安市,0.6127474201958898,north
8865,-2.3,0.18,119.6375,93.495,5.22,36.9625,48.75,33.115,119.6375,PM2.5_IAQI,轻度污染,西安市,1.4926946490749111,north
8866,-2.37,3.03,114.3875,97.965,12.33,30.3625,56.75,27.765,114.3875,PM2.5_IAQI,轻度污染,西安市,0.6637791401361018,north
8867,-2.47,4.54,102.875,91.83,15.65,18.7625,58.75,26.485,102.875,PM2.5_IAQI,轻度污染,西安市,0.4982658079565673,north
8868,-3.44,5.78,98.3875,87.61500000000001,16.41,16.05,59.5,26.25,98.3875,PM2.5_IAQI,良,西安市,0.5368499080887031,north
8869,-4.45,6.95,97.8625,84.625,16.34,14.9125,59.25,26.555,97.8625,PM2.5_IAQI,良,西安市,0.5695173143882943,north
8870,-3.58,0.59,121.3125,97.09,7.66,26.4625,52.0,26.575,121.3125,PM2.5_IAQI,轻度污染,西安市,1.4074600624388158,north
8871,-2.18,1.49,117.05,98.325,11.36,24.9625,57.75,21.28,117.05,PM2.5_IAQI,轻度污染,西安市,0.9712396155738399,north
8872,-1.48,1.91,108.1,93.22,13.2,21.5375,59.5,20.925,108.1,PM2.5_IAQI,轻度污染,西安市,0.6592282888106327,north
8873,-4.06,-0.57,112.5375,92.26,9.9,18.7875,51.74999999999999,23.29,112.5375,PM2.5_IAQI,轻度污染,西安市,1.4313138932310019,north
8874,-2.92,-0.65,111.375,93.31,11.77,17.7875,57.25,20.515,111.375,PM2.5_IAQI,轻度污染,西安市,1.3517647993559878,north
8875,-1.73,-0.8,110.6625,93.555,12.65,18.125,60.5,18.955,110.6625,PM2.5_IAQI,轻度污染,西安市,1.137655682172715,north
8876,-3.54,-1.32,105.8375,88.725,12.93,15.425,57.25,19.11,105.8375,PM2.5_IAQI,轻度污染,西安市,1.2138843904432262,north
8877,-3.01,-1.51,107.1625,90.33,14.0,17.0875,61.25,17.265,107.1625,PM2.5_IAQI,轻度污染,西安市,1.1058206973264668,north
8878,-0.21,-0.58,30.1,24.98,4.74,2.7750000000000004,6.25,40.685,40.685,O3_IAQI,优,西安市,0.3473859629183197,north
8879,0.09,-1.28,29.6,25.36,5.06,3.175,6.75,40.425,40.425,O3_IAQI,优,西安市,0.07019697107187052,south
8880,0.12,-1.47,28.628571428571423,25.13,5.28,3.6875,7.249999999999999,40.73,40.73,O3_IAQI,优,西安市,0.08145204430587097,south
8881,0.2,-1.32,29.757142857142856,26.32,5.32,3.95,7.5,40.795,40.795,O3_IAQI,优,西安市,0.15037142800713454,south
8882,0.83,-1.1,30.557142857142857,25.59,4.97,3.4125,6.25,41.295,41.295,O3_IAQI,优,西安市,0.646403858260184,south
8883,0.28,-1.43,28.7,25.59,5.59,4.2,7.249999999999999,40.61,40.61,O3_IAQI,优,西安市,0.1933578967310937,south
8884,0.18,-1.49,26.02857142857143,24.32,5.84,5.012499999999999,7.75,40.005,40.005,O3_IAQI,优,西安市,0.12022278666130887,south
8885,0.7,-1.41,25.77142857142857,24.51,5.78,5.175,8.0,39.76,39.76,O3_IAQI,优,西安市,0.46080670755262937,south
8886,1.27,-1.44,25.8,25.03,5.8,5.175,8.0,39.85,39.85,O3_IAQI,优,西安市,0.7227496267802164,south
8887,1.39,-1.53,25.78571428571429,25.93,6.0,5.875,8.5,39.17,39.17,O3_IAQI,优,西安市,0.7374896452279488,south
8888,1.35,-1.91,27.8,28.44,6.26,6.8125,9.0,38.765,38.765,O3_IAQI,优,西安市,0.615279347981351,south
8889,1.23,-1.79,30.0,31.56,6.75,8.262500000000001,10.25,39.32,39.32,O3_IAQI,优,西安市,0.6020502107350932,south
8890,1.26,-1.35,21.97142857142857,23.6,7.26,10.025,9.5,37.265,37.265,O3_IAQI,优,西安市,0.7509290623979402,south
8891,1.34,-0.86,19.757142857142856,22.51,6.99,10.0875,9.5,36.84,36.84,O3_IAQI,优,西安市,1.000213563799107,south
8892,1.82,-0.57,19.01428571428572,22.58,6.87,9.8125,9.5,36.96,36.96,O3_IAQI,优,西安市,1.2672858720142028,south
8893,2.05,-0.32,18.414285714285715,24.58,7.36,13.2875,10.75,33.68,33.68,O3_IAQI,优,西安市,1.4159483943936668,south
8894,2.1,-0.17,19.58571428571429,29.21,8.67,18.4375,13.25,30.385,30.385,O3_IAQI,优,西安市,1.4900200885263237,south
8895,2.16,-0.47,21.871428571428574,33.05,9.97,21.575000000000003,15.5,30.085,33.05,PM10_IAQI,优,西安市,1.3565434464239088,south
8896,1.84,-0.91,22.728571428571428,33.05,9.23,19.15,15.5,30.535,33.05,PM10_IAQI,优,西安市,1.1115059886933878,south
8897,1.32,-0.86,24.414285714285715,31.14,8.06,13.575,13.5,34.56,34.56,O3_IAQI,优,西安市,0.9933567106503824,south
8898,1.02,-1.19,28.58571428571429,31.5,7.5,11.2,12.25,37.195,37.195,O3_IAQI,优,西安市,0.7086262721276703,south
8899,1.75,-1.82,32.74285714285715,33.84,7.35,11.2375,12.25,37.795,37.795,O3_IAQI,优,西安市,0.7657928325402436,south
8900,2.35,-0.31,18.4,22.25,7.6,12.375,10.0,33.815,33.815,O3_IAQI,优,西安市,1.4396387160933264,south
8901,2.55,-0.04,16.485714285714284,21.53,7.21,13.35,10.5,32.985,32.985,O3_IAQI,优,西安市,1.5551113386792748,south
8902,2.82,0.32,15.457142857142856,21.67,7.05,13.9,11.0,32.445,32.445,O3_IAQI,优,西安市,1.4578044795124259,south
8903,3.0,0.67,14.857142857142858,24.21,7.76,18.925,12.75,29.4,29.4,O3_IAQI,优,西安市,1.3510688068632901,south
8904,2.93,1.09,15.857142857142858,30.7,9.5,27.6875,16.75,24.835,30.7,PM10_IAQI,优,西安市,1.2146463918197448,south
8905,3.02,1.37,17.728571428571428,37.09,11.34,34.575,21.25,21.345,37.09,PM10_IAQI,优,西安市,1.1449175233209936,south
8906,2.92,0.98,17.700000000000003,35.27,10.48,30.5,20.5,22.355,35.27,PM10_IAQI,优,西安市,1.2469923871938684,south
8907,2.11,1.06,19.12857142857143,31.69,8.93,22.5,17.5,27.035,31.69,PM10_IAQI,优,西安市,1.1052547806646704,south
8908,1.21,0.74,23.085714285714285,30.26,8.15,17.9875,14.75,31.465,31.465,O3_IAQI,优,西安市,1.0219126997578831,south
8909,1.52,-0.16,30.54285714285714,33.65,8.02,17.05,14.249999999999998,33.34,33.65,PM10_IAQI,优,西安市,1.4659193880646628,south
8910,1.84,-0.69,36.8,37.33,8.19,17.1,14.000000000000002,34.27,37.33,PM10_IAQI,优,西安市,1.2120256565243244,south
8911,2.18,0.97,24.22857142857143,41.79,11.35,49.0125,25.5,16.165,49.0125,NO2_IAQI,优,西安市,1.1521464653264586,south
8912,1.9,1.46,21.75714285714286,39.52,12.11,44.1375,25.75,15.385,44.1375,NO2_IAQI,优,西安市,0.9156096063618446,south
8913,1.97,1.61,22.38571428571429,35.83,10.47,33.4875,21.5,20.735,35.83,PM10_IAQI,优,西安市,0.8856199131773426,south
8914,1.66,1.8,24.47142857142857,34.13,9.64,27.6125,18.75,24.195,34.13,PM10_IAQI,优,西安市,0.7449577957898783,south
8915,1.75,1.09,29.214285714285715,35.19,9.16,23.975,17.25,27.025,35.19,PM10_IAQI,优,西安市,1.0137394266806168,south
8916,1.45,0.52,32.05714285714286,49.13,16.54,61.6875,32.0,9.39,61.6875,NO2_IAQI,良,西安市,1.2264623434555089,south
8917,2.02,1.06,27.642857142857142,42.59,13.91,47.7625,27.0,13.44,47.7625,NO2_IAQI,优,西安市,1.0875433869368858,south
8918,2.12,1.53,26.75714285714286,38.21,12.26,37.725,22.75,18.24,38.21,PM10_IAQI,优,西安市,0.9456558171191242,south
8919,0.8,-0.68,29.714285714285715,40.23,12.91,42.1,23.75,20.495,42.1,NO2_IAQI,优,西安市,0.866302262552679,south
8920,1.43,0.34,28.328571428571426,38.47,12.68,39.2125,23.25,20.065,39.2125,NO2_IAQI,优,西安市,1.3373683050709342,south
8921,1.97,0.77,27.585714285714285,36.58,12.05,34.675,21.75,21.29,36.58,PM10_IAQI,优,西安市,1.1981914533681672,south
8922,0.42,-1.02,30.34285714285714,37.36,12.13,33.575,20.25,25.04,37.36,PM10_IAQI,优,西安市,0.3906070436976868,south
8923,0.84,-0.62,30.45714285714286,36.66,11.97,31.4875,19.5,25.695,36.66,PM10_IAQI,优,西安市,0.9349579032711515,south
8924,-4.02,-1.48,48.65714285714286,39.97,9.28,3.6375,7.249999999999999,45.01,48.65714285714286,PM2.5_IAQI,优,西安市,1.2180365130934827,north
8925,-2.13,-1.97,47.92857142857142,40.3,9.42,4.2375,7.75,44.345,47.92857142857142,PM2.5_IAQI,优,西安市,0.8244027616022531,north
8926,-1.75,-0.95,47.4,40.99,9.48,4.8625,8.25,43.815,47.4,PM2.5_IAQI,优,西安市,1.0734536104480743,north
8927,-2.16,0.07,47.18571428571429,41.52,9.14,5.375,8.75,42.39,47.18571428571429,PM2.5_IAQI,优,西安市,1.5384002574295246,north
8928,-3.59,0.48,49.94285714285714,41.56,9.3,3.6875,7.5,45.18,49.94285714285714,PM2.5_IAQI,优,西安市,1.4378798975977969,north
8929,-1.45,-0.62,49.21428571428572,42.79,9.83,4.987500000000001,8.5,44.42,49.21428571428572,PM2.5_IAQI,优,西安市,1.1667371797845043,north
8930,-0.91,-0.77,49.34285714285714,45.14,10.59,6.75,9.75,43.67,49.34285714285714,PM2.5_IAQI,优,西安市,0.8685393952858895,north
8931,-1.18,-0.19,49.1,46.69,10.59,8.05,10.75,41.535,49.1,PM2.5_IAQI,优,西安市,1.411149657134235,north
8932,-1.18,-0.3,47.34285714285714,47.07,10.35,9.45,11.25,39.27,47.34285714285714,PM2.5_IAQI,优,西安市,1.3218336210021795,north
8933,-1.66,-0.42,43.92857142857143,46.55,10.11,11.1,12.25,37.89,46.55,PM10_IAQI,优,西安市,1.3229848100561947,north
8934,-2.68,-0.01,41.871428571428574,45.33,9.93,11.3125,12.25,37.96,45.33,PM10_IAQI,优,西安市,1.5670650008282379,north
8935,-2.76,0.23,40.98571428571429,43.36,9.47,9.725,11.75,38.12,43.36,PM10_IAQI,优,西安市,1.4876550949064553,north
8936,-0.76,0.29,46.2,48.42,12.66,15.35,13.5,40.605,48.42,PM10_IAQI,优,西安市,1.2062703243879622,north
8937,-0.75,0.43,44.7,50.36,12.85,18.4,14.75,37.82,50.36,PM10_IAQI,良,西安市,1.0502154933032373,north
8938,-0.73,0.46,43.1,51.38,13.07,21.4875,15.75,35.245,51.38,PM10_IAQI,良,西安市,1.0085115244523497,north
8939,-0.85,0.51,39.42857142857143,52.325,13.34,26.775,17.75,32.155,52.325,PM10_IAQI,良,西安市,1.0303768265243125,north
8940,-1.3,0.16,36.18571428571428,52.5,14.09,30.6,19.5,31.015,52.5,PM10_IAQI,良,西安市,1.448335269377555,north
8941,-1.53,0.39,35.02857142857143,51.47,14.32,30.4875,20.0,30.31,51.47,PM10_IAQI,良,西安市,1.3212094013579119,north
8942,-0.99,0.59,34.25714285714286,48.21,12.05,22.5375,17.75,30.085,48.21,PM10_IAQI,优,西安市,1.0333530082131392,north
8943,-0.42,0.42,34.214285714285715,42.09,10.15,13.275,14.249999999999998,32.715,42.09,PM10_IAQI,优,西安市,0.7853981633974483,north
8944,-0.59,0.12,35.6,38.92,9.26,9.875,12.0,35.71,38.92,PM10_IAQI,优,西安市,1.37014344947501,north
8945,-1.3,0.44,37.05714285714286,37.82,8.57,9.5,11.0,37.79,37.82,PM10_IAQI,优,西安市,1.244437510088134,north
8946,-0.7,1.12,42.92857142857143,50.07,12.31,21.4625,15.5,35.465,50.07,PM10_IAQI,良,西安市,0.5585993153435623,north
8947,-0.34,1.04,41.62857142857143,51.345,12.41,26.075,16.75,33.515,51.345,PM10_IAQI,良,西安市,0.31597027195298044,north
8948,-0.13,1.25,39.98571428571429,52.56,13.18,30.3375,18.0,32.845,52.56,PM10_IAQI,良,西安市,0.10362745999687167,north
8949,0.17,1.4,37.05714285714286,54.41,14.62,38.3625,20.25,32.165,54.41,PM10_IAQI,良,西安市,0.1208369791570722,south
8950,-0.25,0.66,34.300000000000004,56.36,16.6,47.9375,24.5,30.25,56.36,PM10_IAQI,良,西安市,0.36208740769372844,north
8951,-0.8,0.19,31.985714285714288,56.57,17.77,53.1625,28.000000000000004,25.865,56.57,PM10_IAQI,良,西安市,1.3376165261480801,north
8952,-0.52,0.06,28.728571428571428,51.83,14.9,40.25,24.0,24.495,51.83,PM10_IAQI,良,西安市,1.4559197213779975,north
8953,-0.6,0.29,29.0,45.25,11.93,24.675,18.25,26.475,45.25,PM10_IAQI,优,西安市,1.1205707305341817,north
8954,-0.88,0.05,32.67142857142857,41.33,10.54,16.6375,14.75,30.55,41.33,PM10_IAQI,优,西安市,1.5140391689728032,north
8955,-1.14,0.11,37.22857142857143,40.42,9.77,14.25,12.5,34.515,40.42,PM10_IAQI,优,西安市,1.4746028992360276,north
8956,-1.75,0.14,38.75714285714286,39.41,9.13,14.8375,11.5,36.53,39.41,PM10_IAQI,优,西安市,1.4909663410826592,north
8957,-0.46,-0.22,40.47142857142857,57.765,15.42,62.2625,28.25,27.37,62.2625,NO2_IAQI,良,西安市,1.124690777851493,north
8958,-0.8,-0.36,33.94285714285714,55.805,16.54,54.5375,28.5,22.74,55.805,PM10_IAQI,良,西安市,1.147942400661956,north
8959,-0.83,-0.27,30.67142857142857,50.325,13.66,35.275,21.5,23.685,50.325,PM10_IAQI,良,西安市,1.2562920223781515,north
8960,-1.32,0.14,32.042857142857144,44.69,11.54,23.5375,17.0,26.355,44.69,PM10_IAQI,优,西安市,1.4651307446950408,north
8961,-1.25,-0.08,36.41428571428571,43.25,10.73,19.075,14.75,30.25,43.25,PM10_IAQI,优,西安市,1.5068834940061626,north
8962,-0.53,0.04,46.65714285714285,61.255,15.9,61.8,32.0,22.615,61.8,NO2_IAQI,良,西安市,1.4954674359665565,north
8963,-0.55,0.13,37.28571428571429,55.105,14.51,47.925,26.5,20.56,55.105,PM10_IAQI,良,西安市,1.338692488719741,north
8964,-0.67,0.44,33.628571428571426,50.22,12.75,33.4625,20.75,22.825,50.22,PM10_IAQI,良,西安市,0.9897140279975696,north
8965,-0.4,0.11,47.42857142857143,58.52,11.85,48.2,26.5,22.59,58.52,PM10_IAQI,良,西安市,1.3024301158889897,north
8966,-0.07,0.42,43.142857142857146,56.620000000000005,12.54,45.9125,26.25,20.435,56.620000000000005,PM10_IAQI,良,西安市,0.16514867741462685,north
8967,0.01,0.5,38.22857142857144,53.02,12.49,39.625,23.75,21.0,53.02,PM10_IAQI,良,西安市,0.019997333973150535,south
8968,-0.53,0.2,45.6,55.14,11.47,37.3,23.0,22.855,55.14,PM10_IAQI,良,西安市,1.2099595437618058,north
8969,-0.04,0.4,44.67142857142857,54.275,11.95,36.5125,22.75,21.895,54.275,PM10_IAQI,良,西安市,0.09966865249116202,north
8970,2.76,6.0,24.842857142857145,19.98,4.03,1.9,4.75,34.95,34.95,O3_IAQI,优,西安市,0.43113874071878217,south
8971,4.15,7.76,24.300000000000004,20.05,4.22,2.1875,5.25,35.805,35.805,O3_IAQI,优,西安市,0.49109368940095516,south
8972,2.52,8.61,24.81428571428572,21.09,4.72,2.7375,6.0,38.155,38.155,O3_IAQI,优,西安市,0.2847304385227122,south
8973,2.0,9.2,25.75714285714286,22.27,4.89,3.025,7.000000000000001,40.325,40.325,O3_IAQI,优,西安市,0.21406068356382152,south
8974,4.85,9.59,23.014285714285712,18.79,3.91,1.475,4.5,35.56,35.56,O3_IAQI,优,西安市,0.4682251883465015,south
8975,5.8,9.27,21.51428571428572,18.12,4.09,1.725,5.0,36.32,36.32,O3_IAQI,优,西安市,0.5590839992916499,south
8976,4.22,10.4,21.17142857142857,18.29,4.51,2.1625,5.75,38.495,38.495,O3_IAQI,优,西安市,0.38546993661441087,south
8977,3.81,11.15,21.4,18.88,4.7,2.45,6.75,40.865,40.865,O3_IAQI,优,西安市,0.3292651740824353,south
8978,3.43,10.15,21.62857142857143,19.51,4.84,2.8125,7.75,41.89,41.89,O3_IAQI,优,西安市,0.32588276228209473,south
8979,1.51,9.43,22.82857142857143,21.31,4.93,3.2375,8.75,42.195,42.195,O3_IAQI,优,西安市,0.15877933679596365,south
8980,0.27,9.8,25.371428571428574,23.89,4.82,3.4125,10.0,41.82,41.82,O3_IAQI,优,西安市,0.027544052633778685,south
8981,1.48,9.74,26.87142857142857,25.67,4.62,3.45,10.5,41.29,41.29,O3_IAQI,优,西安市,0.1507971928375599,south
8982,2.82,6.87,22.88571428571429,22.96,4.8,4.3,7.249999999999999,38.765,38.765,O3_IAQI,优,西安市,0.3895083845044882,south
8983,3.19,7.54,22.557142857142857,23.24,4.92,4.625,8.0,40.67,40.67,O3_IAQI,优,西安市,0.40024065703397416,south
8984,2.4,5.59,29.528571428571432,33.62,5.22,7.800000000000001,10.75,41.82,41.82,O3_IAQI,优,西安市,0.40553931479376176,south
8985,1.67,6.36,36.62857142857143,44.76,5.6,11.2,13.750000000000002,45.175,45.175,O3_IAQI,优,西安市,0.2567818774205846,south
8986,1.33,8.59,40.35714285714286,50.24,5.96,12.9875,15.75,45.45,50.24,PM10_IAQI,良,西安市,0.153611455274108,south
8987,1.54,8.08,45.51428571428571,53.620000000000005,6.56,15.2875,18.25,46.125,53.620000000000005,PM10_IAQI,良,西安市,0.18833524506770158,south
8988,1.88,9.03,39.1,46.58,5.76,11.05,16.5,41.1,46.58,PM10_IAQI,优,西安市,0.20526271627351064,south
8989,1.51,9.65,30.471428571428568,33.55,4.98,6.35,13.750000000000002,38.915,38.915,O3_IAQI,优,西安市,0.15521801582581404,south
8990,0.92,9.4,27.82857142857143,29.0,4.69,5.25,12.25,37.86,37.86,O3_IAQI,优,西安市,0.09756161810402565,south
8991,1.07,7.35,28.9,28.86,4.67,5.575,12.0,36.72,36.72,O3_IAQI,优,西安市,0.14456269947092434,south
8992,0.78,2.49,38.21428571428572,46.01,5.78,13.225,13.25,37.36,46.01,PM10_IAQI,优,西安市,0.3035707393236639,south
8993,1.21,3.24,39.51428571428571,48.79,5.51,14.625,14.000000000000002,40.075,48.79,PM10_IAQI,优,西安市,0.35741703319548296,south
8994,0.87,1.58,50.337500000000006,57.52,5.85,19.8,17.0,45.935,57.52,PM10_IAQI,良,西安市,0.5033290015138874,south
8995,0.81,2.24,57.7625,64.625,6.56,26.0375,20.75,51.225,64.625,PM10_IAQI,良,西安市,0.34697760521965443,south
8996,0.87,3.58,64.7125,71.225,7.52,30.7875,24.75,54.49166666666667,71.225,PM10_IAQI,良,西安市,0.23839547975716588,south
8997,0.78,1.64,77.7375,81.155,9.24,41.8,32.25,49.145,81.155,PM10_IAQI,良,西安市,0.4439457250879973,south
8998,0.89,4.07,60.425,65.58500000000001,7.65,28.225,26.0,41.195,65.58500000000001,PM10_IAQI,良,西安市,0.2152844235199546,south
8999,0.85,6.4,41.55714285714286,50.19,5.83,14.0875,18.5,36.83,50.19,PM10_IAQI,良,西安市,0.13203976161463876,south
9000,0.29,7.54,32.97142857142857,37.15,5.09,8.6625,14.75,36.625,37.15,PM10_IAQI,优,西安市,0.03844259002118798,south
9001,-0.46,6.76,31.814285714285717,33.11,4.93,7.5,13.0,36.585,36.585,O3_IAQI,优,西安市,0.06794259841006063,north
9002,-0.19,5.14,33.42857142857143,32.71,4.83,10.4375,13.0,33.41,33.42857142857143,PM2.5_IAQI,优,西安市,0.036948157897512525,north
9003,0.14,0.18,84.9,83.935,8.8,44.0,35.0,47.155,84.9,PM2.5_IAQI,良,西安市,0.6610431688506869,south
9004,-0.25,1.46,72.5875,72.82,8.52,38.675,31.25,39.175,72.82,PM10_IAQI,良,西安市,0.16958815990218784,north
9005,0.16,3.94,48.72857142857143,54.18,6.39,19.325000000000003,20.75,35.16,54.18,PM10_IAQI,良,西安市,0.04058683624758654,south
9006,0.32,5.85,39.42857142857143,45.06,5.62,12.3375,16.75,35.11,45.06,PM10_IAQI,优,西安市,0.05464639410940556,south
9007,-0.2,6.48,37.48571428571429,40.65,5.32,10.6,15.25,35.145,40.65,PM10_IAQI,优,西安市,0.030854402730526104,north
9008,-0.94,1.75,77.1125,73.06,8.35,42.15,33.0,36.845,77.1125,PM2.5_IAQI,良,西安市,0.4929185257713399,north
9009,-0.38,3.12,55.85,57.7,7.03,26.35,23.75,31.9,57.7,PM10_IAQI,良,西安市,0.12119794110502827,north
9010,0.31,4.5,44.67142857142857,49.7,6.36,16.7375,19.0,31.64,49.7,PM10_IAQI,优,西安市,0.06878022328532914,south
9011,-1.24,2.12,72.525,67.375,6.51,36.425,30.0,30.56,72.525,PM2.5_IAQI,良,西安市,0.5292467808318448,north
9012,-0.72,3.01,56.3125,56.155,6.37,28.375,23.75,27.23,56.3125,PM2.5_IAQI,良,西安市,0.23479092782871702,north
9013,0.13,3.5,47.52857142857143,50.25,6.16,21.1125,20.25,27.645,50.25,PM10_IAQI,良,西安市,0.03712579060670797,south
9014,-1.0,2.61,56.925,54.295,5.75,29.5625,23.25,23.66,56.925,PM2.5_IAQI,良,西安市,0.3658894779870565,north
9015,-0.25,2.64,51.675,50.65,5.97,25.7125,21.25,23.42,51.675,PM2.5_IAQI,良,西安市,0.0944154175132257,north
9016,1.46,2.88,25.95714285714286,20.98,3.81,1.7625,4.0,32.6,32.6,O3_IAQI,优,西安市,0.4691877185245802,south
9017,1.81,3.28,26.214285714285715,21.91,4.21,2.0125,4.5,33.475,33.475,O3_IAQI,优,西安市,0.5042465546446782,south
9018,0.58,3.19,29.25714285714286,25.82,5.06,2.8000000000000003,5.75,34.46,34.46,O3_IAQI,优,西安市,0.17985349979247825,south
9019,0.68,3.52,30.742857142857144,27.83,5.47,3.2125,6.5,34.815,34.815,O3_IAQI,优,西安市,0.19083110272126194,south
9020,2.33,4.16,28.27142857142857,23.83,4.6,2.2,4.75,32.735,32.735,O3_IAQI,优,西安市,0.5105615176420147,south
9021,1.97,3.35,27.15714285714286,24.18,5.03,2.425,5.5,33.82,33.82,O3_IAQI,优,西安市,0.5315936041153839,south
9022,1.29,3.39,27.1,25.39,5.52,2.925,6.25,35.425,35.425,O3_IAQI,优,西安市,0.36361090352663133,south
9023,1.57,3.75,27.84285714285714,26.79,5.8,3.35,6.75,35.795,35.795,O3_IAQI,优,西安市,0.3964940508823679,south
9024,1.57,3.26,28.985714285714284,28.74,6.24,3.6,7.5,35.41,35.41,O3_IAQI,优,西安市,0.44881556940933454,south
9025,0.46,2.77,31.31428571428572,32.09,7.09,4.35,8.25,34.52,34.52,O3_IAQI,优,西安市,0.16456319738784833,south
9026,0.07,2.67,34.24285714285714,35.47,7.84,4.9625,9.0,34.39,35.47,PM10_IAQI,优,西安市,0.02621122419700115,south
9027,0.74,2.68,36.31428571428572,38.73,8.52,5.8,10.0,34.08,38.73,PM10_IAQI,优,西安市,0.26940661281940215,south
9028,1.83,1.35,24.7,26.14,6.44,5.300000000000001,7.249999999999999,35.54,35.54,O3_IAQI,优,西安市,0.9352106199703457,south
9029,2.18,1.87,23.97142857142857,26.84,6.47,5.6625000000000005,7.75,35.45,35.45,O3_IAQI,优,西安市,0.8617924111806471,south
9030,2.12,1.69,25.585714285714285,29.64,6.83,6.0625,8.5,34.8,34.8,O3_IAQI,优,西安市,0.8977834934501684,south
9031,1.59,2.58,28.07142857142857,34.99,8.05,8.5125,10.0,32.72,34.99,PM10_IAQI,优,西安市,0.5523034908682436,south
9032,1.5,3.86,30.17142857142857,39.96,9.63,11.05,11.75,31.63,39.96,PM10_IAQI,优,西安市,0.3706412263022457,south
9033,1.98,3.22,32.91428571428571,44.21,11.15,12.85,13.0,31.17,44.21,PM10_IAQI,优,西安市,0.5513083620918219,south
9034,1.94,3.11,34.857142857142854,45.05,10.91,11.4125,13.5,30.465,45.05,PM10_IAQI,优,西安市,0.5577317620620843,south
9035,1.43,3.07,34.55714285714286,41.64,10.01,7.925,12.5,32.045,41.64,PM10_IAQI,优,西安市,0.4359136387073723,south
